course_id,name,type,credit,total_hours,lecture_hours,lab_hours,semester
C0410,保密技术概论,general,3,48,38,10,spring
C0411,服务科学与工程基础,elective,2,32,26,6,spring
C0412,虚拟现实技术导论,required,2,32,23,9,fall
C0413,区块链工程实践,general,2,32,31,1,fall
C0414,密码科学与技术基础,general,5,80,79,1,spring
C0415,土木工程基础,elective,5,80,75,5,summer
C0416,建筑环境与能源应用工程导论,required,4,64,62,2,fall
C0417,给排水科学与工程概论,required,4,64,58,6,fall
C0418,建筑电气与智能化基础,required,2,32,30,2,summer
C0419,城市地下空间工程基础,elective,5,80,58,22,summer
C0420,道路桥梁与渡河工程实践,general,4,64,63,1,fall
C0421,铁道工程导论,general,4,64,55,9,fall
C0422,智能建造基础,general,3,48,48,0,fall
C0423,土木、水利与海洋工程导论,required,2,32,24,8,fall
C0424,土木、水利与交通工程概论,required,3,48,46,2,fall
C0425,城市水系统工程概论,elective,4,64,50,14,summer
C0426,智能建造与智慧交通导论,general,4,64,52,12,fall
C0427,工程软件导论,required,3,48,34,14,fall
C0428,水利水电工程导论,elective,4,64,48,16,summer
C0429,水文与水资源工程实践,elective,4,64,54,10,spring
C0430,港口航道与海岸工程概论,required,5,80,76,4,spring
C0431,水务工程导论,required,4,64,46,18,spring
C0432,水利科学与工程实践,required,4,64,51,13,spring
C0433,智慧水利基础,elective,4,64,62,2,fall
C0434,测绘工程导论,required,3,48,48,0,spring
C0435,遥感科学与技术实践,required,5,80,74,6,spring
C0436,导航工程导论,elective,3,48,35,13,fall
C0437,地理国情监测基础,required,2,32,32,0,spring
C0438,地理空间信息工程导论,elective,2,32,30,2,summer
C0439,化学工程与工艺基础,general,4,64,55,9,spring
C0440,制药工程基础,general,3,48,39,9,summer
C0441,资源循环科学与工程概论,general,3,48,41,7,summer
C0442,能源化学工程概论,required,4,64,49,15,fall
C0443,化学工程与工业生物工程概论,required,2,32,23,9,spring
C0444,化工安全工程实践,elective,3,48,37,11,spring
C0445,涂料工程实践,required,3,48,38,10,summer
C0446,精细化工基础,required,4,64,49,15,summer
C0447,地质工程基础,elective,5,80,74,6,fall
C0448,勘查技术与工程实践,required,3,48,46,2,summer
C0449,资源勘查工程概论,required,5,80,64,16,summer
C0450,地下水科学与工程基础,general,5,80,71,9,fall
C0451,旅游地学与规划工程基础,elective,3,48,39,9,spring
C0452,智能地球探测导论,required,4,64,55,9,fall
C0453,资源环境大数据工程导论,required,4,64,63,1,summer
C0454,采矿工程概论,general,5,80,80,0,fall
C0455,石油工程导论,required,2,32,31,1,fall
C0456,矿物加工工程概论,elective,5,80,71,9,summer
C0457,油气储运工程概论,general,4,64,50,14,fall
C0458,矿物资源工程基础,general,3,48,46,2,fall
C0459,海洋油气工程基础,general,5,80,58,22,spring
C0460,智能采矿工程导论,elective,4,64,47,17,fall
C0461,碳储科学与工程导论,required,3,48,41,7,summer
C0462,纺织工程实践,elective,5,80,65,15,spring
C0463,服装设计与工程实践,elective,4,64,57,7,spring
C0464,非织造材料与工程基础,elective,2,32,25,7,spring
C0465,服装设计与工艺教育基础,general,5,80,59,21,spring
C0466,丝绸设计与工程概论,elective,3,48,37,11,fall
C0467,轻化工程基础,elective,2,32,26,6,spring
C0468,包装工程导论,elective,4,64,46,18,spring
C0469,印刷工程实践,elective,4,64,46,18,spring
C0470,香料香精技术与工程概论,required,3,48,41,7,spring
C0471,化妆品技术与工程概论,general,5,80,65,15,spring
C0472,生物质能源与材料导论,elective,3,48,41,7,fall
C0473,交通运输实践,general,3,48,35,13,fall
C0474,交通工程概论,required,3,48,43,5,spring
C0475,航海技术概论,general,4,64,51,13,summer
C0476,轮机工程导论,required,3,48,48,0,spring
C0477,飞行技术概论,elective,4,64,50,14,summer
C0478,交通设备与控制工程基础,required,5,80,77,3,summer
C0479,救助与打捞工程基础,elective,3,48,36,12,spring
C0480,船舶电子电气工程导论,general,2,32,29,3,fall
C0481,轨道交通电气与控制基础,required,4,64,47,17,spring
C0482,邮轮工程与管理实践,general,2,32,24,8,summer
C0483,智慧交通实践,required,3,48,45,3,spring
C0484,智能运输工程基础,required,5,80,74,6,summer
C0485,船舶与海洋工程概论,general,2,32,27,5,summer
C0486,海洋工程与技术实践,required,4,64,53,11,summer
C0487,海洋资源开发技术基础,elective,3,48,40,8,fall
C0488,海洋机器人导论,general,3,48,45,3,spring
C0489,智慧海洋技术实践,general,4,64,57,7,spring
C0490,智能海洋装备概论,required,5,80,60,20,spring
C0491,航空航天工程基础,required,4,64,59,5,fall
C0492,飞行器设计与工程概论,general,4,64,49,15,fall
C0493,飞行器制造工程概论,required,4,64,52,12,spring
C0494,飞行器动力工程实践,required,2,32,30,2,spring
C0495,飞行器环境与生命保障工 程基础,required,4,64,47,17,summer
C0496,飞行器质量与可靠性基础,elective,5,80,69,11,summer
C0497,飞行器适航技术实践,general,5,80,65,15,summer
C0498,飞行器控制与信息工程基础,elective,2,32,29,3,spring
C0499,无人驾驶航空器系统工程导论,general,3,48,48,0,spring
C0500,智能飞行器技术概论,elective,2,32,26,6,spring
C0501,空天智能电推进技术实践,elective,2,32,25,7,summer
C0502,飞行器运维工程实践,elective,3,48,48,0,summer
C0503,武器系统与工程概论,required,5,80,71,9,summer
C0504,武器发射工程实践,general,2,32,27,5,fall
C0505,探测制导与控制技术实践,required,2,32,23,9,spring
C0506,弹药工程与爆炸技术导论,required,4,64,48,16,spring
C0507,特种能源技术与工程导论,elective,4,64,45,19,summer
C0508,装甲车辆工程导论,elective,5,80,80,0,summer
C0509,信息对抗技术导论,required,2,32,27,5,summer
C0510,智能无人系统技术概论,required,5,80,74,6,spring
C0511,核工程与核技术实践,required,3,48,40,8,spring
C0512,辐射防护与核安全概论,general,3,48,34,14,summer
C0513,工程物理概论,required,2,32,32,0,spring
C0514,核化工与核燃料工程概论,required,3,48,40,8,spring
C0515,农业工程导论,elective,3,48,43,5,summer
C0516,农业机械化及其自动化实践,required,3,48,43,5,fall
C0517,农业电气化实践,general,3,48,43,5,spring
C0518,农业建筑环境与能源工程基础,general,2,32,27,5,spring
C0519,农业水利工程导论,required,4,64,59,5,summer
C0520,土地整治工程实践,elective,2,32,25,7,fall
C0521,农业智能装备工程导论,required,3,48,46,2,summer
C0522,森林工程实践,general,4,64,47,17,spring
C0523,木材科学与工程导论,general,2,32,32,0,summer
C0524,林产化工概论,general,4,64,52,12,summer
C0525,家具设计与工程导论,required,4,64,53,11,spring
C0526,木结构建筑与材料概论,required,2,32,28,4,fall
C0527,环境科学与工程导论,required,5,80,62,18,summer
C0528,环境工程导论,required,3,48,38,10,spring
C0529,环境科学导论,general,4,64,55,9,spring
C0530,环境生态工程实践,elective,4,64,45,19,summer
C0531,环保设备工程实践,elective,4,64,53,11,spring
C0532,资源环境科学概论,elective,3,48,46,2,summer
C0533,水质科学与技术概论,required,2,32,25,7,summer
C0534,生物医学工程实践,general,4,64,46,18,fall
C0535,假肢矫形工程实践,required,3,48,46,2,spring
C0536,临床工程技术概论,elective,3,48,46,2,spring
C0537,康复工程概论,required,2,32,31,1,summer
C0538,健康科学与技术实践,elective,5,80,65,15,spring
C0539,食品科学与工程基础,general,3,48,35,13,spring
C0540,食品质量与安全概论,elective,2,32,29,3,summer
C0541,粮食工程概论,elective,4,64,45,19,spring
C0542,乳品工程基础,required,2,32,30,2,summer
C0543,酿酒工程实践,general,5,80,72,8,spring
C0544,葡萄与葡萄酒工程实践,elective,4,64,45,19,spring
C0545,食品营养与检验教育基础,elective,2,32,23,9,fall
C0546,烹饪与营养教育概论,required,5,80,73,7,fall
C0547,食品安全与检测实践,general,4,64,49,15,summer
C0548,食品营养与健康概论,elective,3,48,40,8,fall
C0549,食用菌科学与工程导论,required,3,48,37,11,spring
C0550,白酒酿造工程概论,elective,3,48,35,13,spring
C0551,咖啡科学与工程实践,elective,3,48,44,4,summer
C0552,建筑学概论,elective,4,64,63,1,summer
C0553,城乡规划概论,elective,5,80,56,24,spring
C0554,风景园林概论,general,5,80,78,2,summer
C0555,历史建筑保护工程实践,elective,5,80,58,22,summer
C0556,人居环境科学与技术实践,elective,4,64,54,10,spring
C0557,城市设计导论,required,5,80,64,16,fall
C0558,智慧建筑与建造导论,required,4,64,52,12,fall
C0559,安全工程概论,required,2,32,27,5,summer
C0560,应急技术与管理导论,general,2,32,29,3,fall
C0561,职业卫生工程基础,required,4,64,55,9,summer
C0562,安全生产监管基础,required,3,48,40,8,spring
C0563,生物工程基础,general,4,64,62,2,summer
C0564,生物制药实践,required,4,64,57,7,summer
C0565,合成生物学基础,general,3,48,38,10,fall
C0566,刑事科学技术导论,general,4,64,54,10,spring
C0567,消防工程导论,elective,2,32,26,6,summer
C0568,交通管理工程概论,elective,4,64,53,11,spring
C0569,安全防范工程基础,required,3,48,34,14,spring
C0570,公安视听技术基础,general,5,80,79,1,fall
C0571,抢险救援指挥与技术基础,elective,2,32,25,7,fall
C0572,火灾勘查概论,required,5,80,75,5,spring
C0573,网络安全与执法基础,required,3,48,35,13,fall
C0574,核生化消防基础,general,5,80,75,5,spring
C0575,海警舰艇指挥与技术概论,elective,3,48,41,7,summer
C0576,数据警务技术基础,required,5,80,60,20,summer
C0577,食品药品环境犯罪侦查技 术导论,general,2,32,24,8,summer
C0578,未来机器人实践,required,4,64,52,12,summer
C0579,交叉工程导论,elective,2,32,25,7,spring
C0580,农学概论,elective,5,80,60,20,summer
C0581,园艺概论,elective,3,48,41,7,summer
C0582,植物保护基础,general,2,32,29,3,fall
C0583,植物科学与技术导论,elective,5,80,71,9,spring
C0584,种子科学与工程实践,general,4,64,54,10,spring
C0585,设施农业科学与工程实践,required,2,32,31,1,summer
C0586,茶学基础,required,4,64,46,18,fall
C0587,烟草基础,elective,3,48,46,2,fall
C0588,应用生物科学实践,general,3,48,45,3,summer
C0589,农艺教育实践,required,5,80,76,4,spring
C0590,园艺教育导论,elective,3,48,38,10,spring
C0591,智慧农业基础,general,5,80,79,1,fall
C0592,菌物科学与工程实践,general,5,80,77,3,spring
C0593,农药化肥导论,elective,3,48,48,0,summer
C0594,生物农药科学与工程概论,required,2,32,27,5,fall
C0595,生物育种科学实践,required,4,64,58,6,spring
C0596,生物育种技术概论,required,4,64,51,13,summer
C0597,农业资源与环境概论,general,3,48,44,4,summer
C0598,野生动物与自然保护区管 理导论,general,5,80,75,5,fall
C0599,水土保持与荒漠化防治概论,required,4,64,51,13,fall
C0600,生物质科学与工程导论,required,2,32,31,1,summer
C0601,土地科学与技术实践,general,3,48,48,0,fall
C0602,湿地保护与恢复实践,general,3,48,48,0,summer
C0603,国家公园建设与管理导论,elective,4,64,49,15,fall
C0604,生态修复学实践,required,3,48,38,10,fall
C0605,动物科学实践,required,3,48,39,9,spring
C0606,蚕学基础,elective,5,80,64,16,summer
C0607,蜂学实践,required,2,32,31,1,spring
C0608,经济动物学基础,general,2,32,25,7,fall
C0609,马业科学实践,required,2,32,27,5,spring
C0610,饲料工程导论,elective,5,80,73,7,summer
C0611,智慧牧业科学与工程基础,general,5,80,77,3,summer
C0612,动物医学实践,general,2,32,30,2,spring
C0613,动物药学实践,general,5,80,57,23,fall
C0614,动植物检疫概论,required,5,80,72,8,spring
C0615,实验动物学实践,general,4,64,60,4,spring
C0616,中兽医学概论,general,4,64,45,19,fall
C0617,兽医公共卫生实践,general,3,48,46,2,fall
C0618,林学概论,required,4,64,54,10,spring
C0619,园林基础,required,2,32,27,5,fall
C0620,森林保护实践,required,4,64,47,17,summer
C0621,经济林概论,elective,3,48,44,4,fall
C0622,智慧林业概论,elective,5,80,65,15,fall
C0623,水产养殖学导论,elective,4,64,64,0,fall
C0624,海洋渔业科学与技术概论,elective,3,48,45,3,fall
C0625,水族科学与技术实践,required,3,48,34,14,summer
C0626,水生动物医学基础,elective,4,64,50,14,fall
C0627,草业科学概论,required,4,64,50,14,fall
C0628,草坪科学与工程概论,general,4,64,56,8,summer
C0629,基础医学概论,required,4,64,61,3,summer
C0630,生物医学导论,general,2,32,31,1,spring
C0631,生物医学科学实践,elective,5,80,56,24,spring
C0632,临床医学基础,general,5,80,77,3,fall
C0633,麻醉学概论,general,3,48,47,1,summer
C0634,医学影像学导论,required,2,32,26,6,summer
C0635,眼视光医学基础,elective,4,64,49,15,fall
C0636,精神医学实践,required,3,48,42,6,spring
C0637,放射医学概论,required,3,48,42,6,fall
C0638,儿科学实践,general,3,48,43,5,summer
C0639,口腔医学实践,required,2,32,28,4,spring
C0640,预防医学概论,elective,2,32,24,8,spring
C0641,食品卫生与营养学导论,required,5,80,64,16,spring
C0642,妇幼保健医学基础,general,5,80,70,10,summer
C0643,卫生监督基础,elective,4,64,57,7,spring
C0644,全球健康学概论,general,3,48,42,6,fall
C0645,运动与公共健康导论,required,5,80,59,21,summer
C0646,中医学实践,elective,3,48,47,1,spring
C0647,针灸推拿学导论,general,4,64,54,10,fall
C0648,藏医学基础,general,2,32,28,4,fall
C0649,蒙医学实践,required,3,48,38,10,spring
C0650,维医学概论,required,5,80,56,24,summer
C0651,壮医学基础,required,5,80,68,12,summer
C0652,哈医学导论,required,2,32,30,2,summer
C0653,傣医学概论,required,3,48,42,6,spring
C0654,回医学基础,required,4,64,50,14,spring
C0655,中医康复学导论,required,4,64,53,11,summer
C0656,中医养生学基础,required,3,48,38,10,spring
C0657,中医儿科学概论,elective,2,32,31,1,fall
C0658,中医骨伤科学概论,general,4,64,64,0,fall
C0659,中西医临床医学实践,general,4,64,53,11,summer
C0660,药学基础,required,2,32,26,6,summer
C0661,药物制剂实践,general,2,32,25,7,fall
C0662,临床药学实践,required,5,80,66,14,summer
C0663,药事管理基础,required,4,64,53,11,fall
C0664,药物分析基础,required,4,64,60,4,spring
C0665,药物化学实践,general,5,80,63,17,summer
C0666,海洋药学导论,general,5,80,78,2,spring
C0667,化妆品科学与技术概论,elective,2,32,27,5,spring
C0668,中药学导论,general,2,32,24,8,fall
C0669,中药资源与开发基础,elective,5,80,74,6,spring
C0670,藏药学实践,required,5,80,79,1,spring
C0671,蒙药学实践,elective,3,48,34,14,spring
C0672,中药制药基础,required,5,80,67,13,summer
C0673,中草药栽培与鉴定实践,elective,4,64,47,17,spring
C0674,法医学实践,general,2,32,30,2,spring
C0675,医学检验技术基础,elective,5,80,63,17,fall
C0676,医学实验技术概论,elective,4,64,58,6,spring
C0677,医学影像技术实践,required,2,32,23,9,spring
C0678,眼视光学导论,general,2,32,29,3,spring
C0679,康复治疗学概论,general,4,64,49,15,summer
C0680,口腔医学技术基础,general,2,32,23,9,summer
C0681,卫生检验与检疫概论,general,5,80,58,22,spring
C0682,听力与言语康复学概论,required,5,80,66,14,summer
C0683,康复物理治疗实践,general,5,80,70,10,summer
C0684,康复作业治疗导论,required,4,64,58,6,fall
C0685,智能医学工程基础,general,5,80,61,19,fall
C0686,生物医药数据科学基础,required,3,48,36,12,summer
C0687,智能影像工程实践,elective,4,64,58,6,fall
C0688,医工学实践,elective,4,64,57,7,summer
C0689,助产学基础,elective,5,80,73,7,spring
C0690,管理科学实践,general,3,48,34,14,spring
C0691,信息管理与信息系统概论,elective,2,32,25,7,summer
C0692,工程管理实践,elective,5,80,80,0,summer
C0693,房地产开发与管理实践,general,3,48,44,4,summer
C0694,工程造价导论,elective,5,80,59,21,fall
C0695,保密管理概论,general,3,48,39,9,spring
C0696,邮政管理导论,elective,2,32,28,4,fall
C0697,大数据管理与应用基础,elective,5,80,56,24,spring
C0698,工程审计基础,elective,5,80,75,5,spring
C0699,计算金融基础,elective,2,32,26,6,spring
C0700,应急管理实践,general,2,32,27,5,fall
C0701,工商管理实践,general,5,80,59,21,summer
C0702,市场营销概论,required,4,64,58,6,summer
C0703,会计学实践,general,5,80,57,23,summer
C0704,财务管理概论,elective,2,32,29,3,summer
C0705,国际商务导论,required,5,80,78,2,spring
C0706,人力资源管理实践,general,5,80,69,11,summer
C0707,审计学导论,general,2,32,26,6,spring
C0708,资产评估概论,general,4,64,63,1,spring
C0709,物业管理实践,general,4,64,45,19,fall
C0710,文化产业管理概论,general,2,32,30,2,fall
C0711,劳动关系实践,elective,4,64,57,7,summer
C0712,体育经济与管理实践,required,4,64,45,19,summer
C0713,财务会计教育导论,elective,2,32,32,0,summer
C0714,市场营销教育导论,general,3,48,48,0,spring
C0715,零售业管理实践,elective,4,64,49,15,summer
C0716,创业管理概论,general,3,48,47,1,spring
C0717,海关稽查实践,general,2,32,27,5,fall
C0718,内部审计实践,general,5,80,59,21,spring
C0719,农林经济管理导论,elective,4,64,63,1,spring
C0720,农村区域发展导论,required,3,48,48,0,fall
C0721,乡村治理实践,required,3,48,48,0,summer
C0722,公共事业管理概论,required,3,48,44,4,fall
C0723,行政管理实践,elective,3,48,34,14,summer
C0724,劳动与社会保障导论,elective,3,48,44,4,spring
C0725,土地资源管理概论,elective,3,48,34,14,summer
C0726,城市管理导论,required,3,48,43,5,fall
C0727,海关管理概论,general,2,32,23,9,spring
C0728,交通管理实践,elective,4,64,46,18,fall
C0729,海事管理基础,general,3,48,37,11,summer
C0730,公共关系学基础,general,4,64,49,15,summer
C0731,健康服务与管理导论,required,3,48,46,2,spring
C0732,海警后勤管理基础,elective,5,80,76,4,spring
C0733,医疗产品管理实践,general,4,64,53,11,fall
C0734,医疗保险概论,elective,2,32,23,9,fall
C0735,养老服务管理实践,required,2,32,27,5,spring
C0736,海关检验检疫安全导论,required,5,80,70,10,spring
C0737,海外安全管理导论,required,5,80,65,15,fall
C0738,自然资源登记与管理基础,elective,2,32,26,6,spring
C0739,慈善管理基础,elective,2,32,23,9,summer
C0740,航空安防管理概论,required,4,64,61,3,spring
C0741,无障碍管理概论,elective,5,80,68,12,fall
C0742,图书馆学导论,required,3,48,36,12,summer
C0743,档案学导论,general,2,32,28,4,spring
C0744,信息资源管理实践,elective,3,48,48,0,spring
C0745,物流管理实践,required,4,64,45,19,fall
C0746,物流工程概论,general,2,32,28,4,spring
C0747,采购管理概论,elective,5,80,67,13,summer
C0748,供应链管理基础,elective,4,64,61,3,summer
C0749,工业工程基础,general,4,64,54,10,fall
C0750,标准化工程概论,required,3,48,36,12,fall
C0751,质量管理工程概论,general,4,64,48,16,spring
C0752,电子商务基础,general,4,64,50,14,fall
C0753,电子商务及法律导论,elective,5,80,70,10,summer
C0754,跨境电子商务导论,elective,3,48,41,7,fall
C0755,旅游管理实践,elective,3,48,35,13,summer
C0756,酒店管理基础,required,2,32,27,5,fall
C0757,会展经济与管理导论,required,2,32,28,4,summer
C0758,旅游管理与服务教育实践,elective,4,64,59,5,spring
C0759,艺术史论基础,elective,2,32,27,5,summer
C0760,艺术管理实践,elective,2,32,28,4,summer
C0761,非物质文化遗产保护概论,general,3,48,44,4,fall
C0762,音乐表演概论,elective,2,32,25,7,spring
C0763,音乐学实践,general,3,48,35,13,summer
C0764,作曲与作曲技术理论实践,elective,3,48,35,13,fall
C0765,舞蹈表演基础,general,4,64,56,8,summer
C0766,舞蹈学导论,general,2,32,32,0,fall
C0767,舞蹈编导概论,elective,2,32,24,8,spring
C0768,舞蹈教育导论,elective,3,48,34,14,fall
C0769,航空服务艺术与管理导论,required,2,32,23,9,fall
C0770,流行音乐概论,required,3,48,42,6,fall
C0771,音乐治疗导论,required,2,32,27,5,summer
C0772,流行舞蹈基础,required,2,32,25,7,fall
C0773,音乐教育导论,elective,5,80,80,0,summer
C0774,冰雪舞蹈表演导论,required,5,80,76,4,fall
C0775,表演基础,general,2,32,31,1,spring
C0776,戏剧学概论,required,5,80,80,0,summer
C0777,电影学基础,general,3,48,43,5,spring
C0778,戏剧影视文学实践,elective,5,80,59,21,spring
C0779,广播电视编导实践,elective,4,64,60,4,spring
C0780,戏剧影视导演导论,general,2,32,30,2,spring
C0781,戏剧影视美术设计概论,required,2,32,24,8,summer
C0782,录音艺术实践,elective,3,48,37,11,spring
C0783,播音与主持艺术实践,required,4,64,46,18,spring
C0784,动画概论,general,5,80,56,24,summer
C0785,影视摄影与制作概论,general,4,64,47,17,summer
C0786,影视技术实践,required,2,32,30,2,spring
C0787,戏剧教育基础,elective,2,32,23,9,spring
C0788,曲艺概论,general,5,80,68,12,spring
C0789,音乐剧导论,elective,2,32,23,9,fall
C0790,美术学概论,general,3,48,45,3,fall
C0791,绘画基础,required,3,48,42,6,summer
C0792,雕塑概论,general,3,48,39,9,spring
C0793,摄影基础,elective,3,48,44,4,spring
C0794,书法学基础,elective,5,80,57,23,fall
C0795,中国画概论,required,2,32,24,8,spring
C0796,实验艺术导论,required,2,32,32,0,summer
C0797,跨媒体艺术导论,general,4,64,51,13,summer
C0798,文物保护与修复概论,elective,4,64,60,4,fall
C0799,漫画实践,general,4,64,49,15,fall
C0800,纤维艺术概论,elective,2,32,30,2,spring
C0801,科技艺术导论,required,2,32,26,6,fall
C0802,美术教育导论,required,4,64,60,4,fall
C0803,艺术设计学概论,general,3,48,37,11,summer
C0804,视觉传达设计导论,elective,5,80,68,12,spring
C0805,环境设计基础,general,5,80,74,6,spring
C0806,产品设计导论,required,5,80,60,20,fall
C0807,服装与服饰设计实践,required,2,32,26,6,summer
C0808,公共艺术概论,elective,5,80,80,0,fall
C0809,工艺美术概论,elective,3,48,34,14,fall
C0810,数字媒体艺术实践,elective,3,48,39,9,fall
C0811,艺术与科技概论,required,3,48,34,14,summer
C0812,陶瓷艺术设计基础,elective,4,64,63,1,summer
C0813,新媒体艺术导论,general,3,48,46,2,spring
C0814,包装设计导论,required,5,80,56,24,fall
C0815,珠宝首饰设计与工艺导论,general,4,64,49,15,summer
